label,value,standard_error,expression,maximum,minimum,non_negative,vary
xCF9212rates.gRed2C,-0.16358133709839806,0.003981164,$CF9212rates.gRed2C-$xrates.gBulkFRL_gBulkWL,,,False,False
xCF9212rates.ToBulkFromRed1,0.37013097308571424,0.004241734,$CF9212rates.ToBulkFromRed1*$xinput.Bulkratio,,,False,False
xCF9212rates.ToRed1FromBulk,0.10259698811882804,None,$CF9212rates.ToRed1FromBulk,,,False,False
xCF9212rates.ToBulkFromRed2,0.058317371914285716,0.007640474,$CF9212rates.ToBulkFromRed2*$xinput.Bulkratio,,,False,False
xCF9212rates.ToRed2FromBulk,0.0495171307958871,None,$CF9212rates.ToRed2FromBulk,,,False,False
xSyn7335rates.gRed1C,-1.109650360176994,0.005117796,$Syn7335rates.gRed1C-$xrates.gBulkFRL_gBulkWL,,,False,False
xSyn7335rates.gRed2C,-0.6569987016175064,0.003981164,$Syn7335rates.gRed2C-$xrates.gBulkFRL_gBulkWL,,,False,False
xSyn7335rates.ToBulkFromRed1,0.37013097308571424,0.004241734,$Syn7335rates.ToBulkFromRed1*$xinput.Bulkratio,,,False,False
xSyn7335rates.ToRed1FromBulk,0.1220226354669014,None,$Syn7335rates.ToRed1FromBulk,,,False,False
xSyn7335rates.ToBulkFromRed2,0.058317371914285716,0.007640474,$Syn7335rates.ToBulkFromRed2*$xinput.Bulkratio,,,False,False
xSyn7335rates.ToRed2FromBulk,0.030232010757219072,None,$Syn7335rates.ToRed2FromBulk,,,False,False
Syn7335rates.kF,0.000273,None,None,,,False,False
Syn7335rates.kFf,0.0002,None,None,,,False,False
Syn7335rates.WLRP1,0.0585,None,$rates.WLRP1,,,False,False
Syn7335rates.FRLRP1,0.06,0.000982871,$rates.FRLRP1,,,False,False
Syn7335rates.gRed1C,-1.0014367755367612,0.007696895369641082,None,,,False,True
Syn7335rates.gRed2C,-0.5487851169772736,0.005072807370238393,None,,,False,True
Syn7335rates.ToBulkFromRed1,0.332168822,0.004200691,$rates.ToBulkFromRed1,,,False,False
Syn7335rates.ToRed1FromBulk,0.1220226354669014,None,$Syn7335rates.ToBulkFromRed1*exp($Syn7335rates.gRed1C),,,False,False
Syn7335rates.ToBulkFromRed2,0.052336103,0.004673263,$rates.ToBulkFromRed2,,,False,False
Syn7335rates.ToRed2FromBulk,0.030232010757219072,None,$Syn7335rates.ToBulkFromRed2*exp($Syn7335rates.gRed2C),,,False,False
Syn7335rates.gChlf1C,2.727971609,0.004764881,None,,,False,False
Syn7335rates.gChlf2C,1.978217245,0.005464437,None,,,False,False
Syn7335rates.ToBulkFromChlf1,0.011310507,0.005548847,$rates.ToBulkFromChlf1,,,False,False
Syn7335rates.ToChlf1FromBulk,0.17307131339385773,None,$Syn7335rates.ToBulkFromChlf1*exp($Syn7335rates.gChlf1C),,,False,False
Syn7335rates.ToBulkFromChlf2,0.001641696,43.88811268,$rates.ToBulkFromChlf2,,,False,False
Syn7335rates.ToChlf2FromBulk,0.011869203433344131,None,$Syn7335rates.ToBulkFromChlf2*exp($Syn7335rates.gChlf2C),,,False,False
Syn7335rates.gWLRCC,-1.5,0.002374177,$rates.gWLRCC,,,False,False
Syn7335rates.ToBulkFromWLRC,0.5447424980498383,None,$rates.ToBulkFromWLRC,,,False,False
Syn7335rates.ToWLRCFromBulk,0.12154848082951614,None,$Syn7335rates.ToBulkFromWLRC*exp($Syn7335rates.gWLRCC),,,False,False
Syn7335rates.gFRLRCC,1.65,0.016094391,None,,,False,False
Syn7335rates.ToBulkFromFRLRC,0.02000876,0.022585526,$rates.ToBulkFromFRLRC,,,False,False
Syn7335rates.ToFRLRCFromBulk,0.10418520968688307,None,$Syn7335rates.ToBulkFromFRLRC*exp($Syn7335rates.gFRLRCC),,,False,False
Syn7335rates.gWLRP1C_gWLRCC,5.12,None,$rates.gWLRP1C_gWLRCC,,,False,False
Syn7335rates.ToWLRCFromWLRP1,0.005378420605505348,None,$rates.ToWLRCFromWLRP1,,,False,False
Syn7335rates.ToWLRP1FromWLRC,0.9,None,$rates.ToWLRP1FromWLRC,,,False,False
Syn7335rates.gFRLRP1C_gFRLRCC,2.0,None,$rates.gFRLRP1C_gFRLRCC,,,False,False
Syn7335rates.ToFRLRCFromFRLRP1,0.04060058497098381,None,$rates.ToFRLRCFromFRLRP1,,,False,False
Syn7335rates.ToFRLRP1FromFRLRC,0.3,None,$rates.ToFRLRP1FromFRLRC,,,False,False
Syn7335rates.gChlf2C_gFRLRCC,0.32821724500000005,None,$Syn7335rates.gChlf2C-$Syn7335rates.gFRLRCC,,,False,False
Syn7335rates.ToFRLRCFromChlf2,0.008482573519903785,0.00703061,$rates.ToFRLRCFromChlf2,,,False,False
Syn7335rates.ToChlf2FromFRLRC,0.011777973444892755,None,$Syn7335rates.ToFRLRCFromChlf2*exp($Syn7335rates.gChlf2C_gFRLRCC),,,False,False
Syn7335rates.gChlf1C_gFRLRCC,1.077971609,None,$Syn7335rates.gChlf1C-$Syn7335rates.gFRLRCC,,,False,False
Syn7335rates.ToFRLRCFromChlf1,0.006469095009092805,0.011439694,$rates.ToFRLRCFromChlf1,,,False,False
Syn7335rates.ToChlf1FromFRLRC,0.019010811293432996,None,$Syn7335rates.ToFRLRCFromChlf1*exp($Syn7335rates.gChlf1C_gFRLRCC),,,False,False
Syn7335rates.gChlf2C_gChlf1C,-0.749754364,None,$Syn7335rates.gChlf2C-$Syn7335rates.gChlf1C,,,False,False
Syn7335rates.ToChlf1FromChlf2,0.005633359,0.027905827,None,,,False,False
Syn7335rates.ToChlf2FromChlf1,0.00266166409141143,None,$Syn7335rates.ToChlf1FromChlf2*exp($Syn7335rates.gChlf2C_gChlf1C),,,False,False
Syn7335scale.FRLtr1,3.2409282030103252,0.005871266766582052,None,,,False,True
Syn7335scale.FRLtr2,4.3925644566470945,0.007247189631975725,None,,,False,True
Syn7335scale.FRLtr4,36.63247548836361,0.04235924543330374,None,,,False,True
Syn7335scale.WLtr1,3.999520165853081,0.006814676766106947,None,,,False,True
Syn7335scale.WLtr2,9.996993315354269,0.013337576803590503,None,,,False,True
Syn7335scalem.1,1.0,None,None,,,False,False
Syn7335scalem.WLtr1a,0.4238479823462265,0.005890201882621378,None,,,False,True
Syn7335scalem.WLtr2a,0.36280394452252757,0.00448745935508796,None,,,False,True
Syn7335scalem.FRLtr1a,0.25238496010759154,0.00430506807710815,None,,,False,True
Syn7335scalem.FRLtr1f,0.10507901766600014,0.0018495182862921728,None,,,False,True
Syn7335scalem.FRLtr2a,0.22078972805729802,0.0035182772283544675,None,,,False,True
Syn7335scalem.FRLtr2f,0.12492208082789935,0.0012863933328827461,None,,,False,True
Syn7335scalem.FRLtr4a,0.15842007428876198,0.0019274409727142797,None,,,False,True
Syn7335scalem.FRLtr4f,0.1011080383696803,0.0006418134189134432,None,,,False,True
Syn7335irfWLtr1.center,56.7104645,None,None,,,False,False
Syn7335irfWLtr1.width1,1.57317686,None,None,,,False,False
Syn7335irfWLtr1.width2,4.86020994,None,None,,,False,False
Syn7335irfWLtr1.scale1,1.0,None,None,,,False,False
Syn7335irfWLtr1.scale2,0.117787026,None,None,,,False,False
Syn7335irfWLtr2.center,56.6473007,None,None,,,False,False
Syn7335irfWLtr2.width1,2.38488007,None,None,,,False,False
Syn7335irfWLtr2.width2,6.53444386,None,None,,,False,False
Syn7335irfWLtr2.scale1,1.0,None,None,,,False,False
Syn7335irfWLtr2.scale2,0.209530607,None,None,,,False,False
Syn7335irfFRLtr1.center,56.7688293,None,None,,,False,False
Syn7335irfFRLtr1.width1,1.43235886,None,None,,,False,False
Syn7335irfFRLtr1.width2,3.0192275,None,None,,,False,False
Syn7335irfFRLtr1.scale1,1.0,None,None,,,False,False
Syn7335irfFRLtr1.scale2,0.440111578,None,None,,,False,False
Syn7335irfFRLtr2.center,56.5764732,None,None,,,False,False
Syn7335irfFRLtr2.width1,2.24249196,None,None,,,False,False
Syn7335irfFRLtr2.width2,5.06871891,None,None,,,False,False
Syn7335irfFRLtr2.scale1,1.0,None,None,,,False,False
Syn7335irfFRLtr2.scale2,0.274570525,None,None,,,False,False
Syn7335irfFRLtr4.center,196.543945,None,None,,,False,False
Syn7335irfFRLtr4.width1,6.78193378,None,None,,,False,False
Syn7335irfFRLtr4.width2,20.7421665,None,None,,,False,False
Syn7335irfFRLtr4.scale1,1.0,None,None,,,False,False
Syn7335irfFRLtr4.scale2,0.308095604,None,None,,,False,False
xscale.Syn7335FRLRCSAS,5.217786362463292,0.0040811227619778,None,,,False,True
yrates.WLdg2,0.175050727,None,None,,,False,False
yrates.WLdg6,0.122557307,None,None,,,False,False
yrates.FRLdg2,0.169880112,None,None,,,False,False
yrates.FRLdg6,0.117386692,None,None,,,False,False
yrates.dg2_6,0.052493419999999985,None,$yrates.WLdg2-$yrates.WLdg6,,,False,False
yrates.gRed1,-0.5888408986073089,None,$rates.gRed1C+$yrates.WLdg6,,,False,False
yrates.gRed2,0.03979889035865475,None,$rates.gRed2C+$yrates.WLdg6,,,False,False
yrates.ToRed1FromBulk,0.1843437905304697,None,$rates.ToBulkFromRed1*exp($yrates.gRed1),,,False,False
yrates.ToRed2FromBulk,0.05446102614279337,None,$rates.ToBulkFromRed2*exp($yrates.gRed2),,,False,False
yrates.gChlf1,2.168536355068378,None,$rates.gChlf1C+$yrates.FRLdg6,,,False,False
yrates.gChlf2,2.7744156915694753,None,$rates.gChlf2C+$yrates.FRLdg2,,,False,False
yrates.ToBulkFromChlf1,0.010057769543281272,None,$rates.ToChlf1FromBulk*exp(-$yrates.gChlf1),,,False,False
yrates.ToBulkFromChlf2,0.0013852072145150648,None,$rates.ToChlf2FromBulk*exp(-$yrates.gChlf2),,,False,False
yrates.gRed2_gWLRC,5.12,None,$rates.gWLRP1C_gWLRCC,,,False,False
yrates.ToWLRCFromWLRP1,0.005378420605505348,None,$rates.ToWLRCFromWLRP1,,,False,False
yrates.ToWLRP1FromWLRC,0.9,None,$rates.ToWLRP1FromWLRC,,,False,False
yrates.gWLRC,-1.3774426929999999,None,$rates.gWLRCC+$yrates.WLdg6,,,False,False
yrates.ToWLRCFromBulk,0.1373964454500439,None,$rates.ToBulkFromWLRC*exp($yrates.gWLRC),,,False,False
yrates.gFRLRC,1.867386692,None,$rates.gFRLRCC+$yrates.FRLdg6,,,False,False
yrates.ToBulkFromFRLRC,0.017792615037223767,None,$yrates.ToFRLRCFromBulk*exp(-$yrates.gFRLRC),,,False,False
yrates.ToFRLRCFromBulk,0.11514246383955642,None,$rates.ToFRLRCFromBulk,,,False,False
yrates.gRed2_gFRLRC,2.0,None,$rates.gFRLRP1C_gFRLRCC,,,False,False
yrates.ToFRLRCFromFRLRP1,0.04060058497098381,None,$rates.ToFRLRCFromFRLRP1,,,False,False
yrates.ToFRLRP1FromFRLRC,0.3,None,$rates.ToFRLRP1FromFRLRC,,,False,False
yrates.gChlf2_gChlf1,0.6058793365010975,None,$yrates.gChlf2-$yrates.gChlf1,,,False,False
yrates.ToChlf1FromChlf2,0.0041506494600012395,None,$yrates.ToChlf2FromChlf1*exp(-$yrates.gChlf2_gChlf1),,,False,False
yrates.ToChlf2FromChlf1,0.0076075726679194705,None,$rates.ToChlf2FromChlf1,,,False,False
yrates.ToFRLRCFromChlf1,0.006469095009092803,None,$rates.ToChlf1FromFRLRC*exp(-$yrates.gFRLRC_gChlf1),,,False,False
yrates.ToFRLRCFromChlf2,0.008048779498829085,None,$rates.ToChlf2FromFRLRC*exp(-$yrates.gFRLRC_gChlf2),,,False,False
yrates.gFRLRC_gChlf1,0.30114966306837787,None,$yrates.gChlf1-$yrates.gFRLRC,,,False,False
yrates.gFRLRC_gChlf2,0.9070289995694754,None,$yrates.gChlf2-$yrates.gFRLRC,,,False,False
yrates.gWLRP1C,3.62,None,None,,,False,False
yrates.gFRLRP1C,3.75,None,None,,,False,False
xrates.ToBulkFromAnt1,0.7003348599040499,0.004241734,$rates.ToBulkFromAnt1*$xinput.Bulkratio,,,False,False
rates.gAnt1,4.0,None,None,,,False,False
